3044.1206 0.00061107386
3084.1809 0.0024980819
3124.2412 0.00432934
3164.3015 0.0062993572
3204.3618 0.0081272981
3244.4221 0.010081147
3284.4824 0.011906713
3324.5427 0.013792554
3364.603 0.015436553
3404.6633 0.018274472
3444.7236 0.021585572
3484.7839 0.025035493
3524.8442 0.028913298
3564.9045 0.032780569
3604.9648 0.0386634
3645.0251 0.047776075
3685.0854 0.058951788
3725.1457 0.070101447
3765.206 0.082814483
3805.2663 0.096030368
3845.3266 0.10498726
3885.3869 0.11281174
3925.4472 0.12594367
3965.5075 0.14663437
4005.5678 0.16973089
4045.6281 0.19349414
4085.6884 0.21720379
4125.7487 0.24093598
4165.809 0.26469339
4205.8693 0.2881106
4245.9296 0.31106339
4285.9899 0.3342542
4326.0503 0.35809786
4366.1106 0.38103761
4406.1709 0.40249468
4446.2312 0.42388398
4486.2915 0.44698746
4526.3518 0.46681431
4566.4121 0.48188732
4606.4724 0.49519602
4646.5327 0.50957127
4686.593 0.5272528
4726.6533 0.54222491
4766.7136 0.55448689
4806.7739 0.56609703
4846.8342 0.57810367
4886.8945 0.58772273
4926.9548 0.59688747
4967.0151 0.60503806
5007.0754 0.61324494
5047.1357 0.62192931
5087.196 0.63007239
5127.2563 0.63812342
5167.3166 0.64629956
5207.3769 0.65347434
5247.4372 0.65801167
5287.4975 0.66225535
5327.5578 0.66712179
5367.6181 0.67247374
5407.6784 0.67783782
5447.7387 0.68320468
5487.799 0.6884477
5527.8593 0.69182183
5567.9196 0.69528003
5607.9799 0.69937047
5648.0402 0.70309703
5688.1005 0.70520344
5728.1608 0.70653351
5768.2211 0.70786963
5808.2814 0.70946632
5848.3417 0.71171065
5888.402 0.71441662
5928.4623 0.71604009
5968.5226 0.71647449
6008.5829 0.71600061
6048.6432 0.71495423
6088.7035 0.71470175
6128.7638 0.71459951
6168.8241 0.71362945
6208.8844 0.71204443
6248.9447 0.71048643
6289.005 0.70944285
6329.0653 0.7093002
6369.1256 0.7092803
6409.1859 0.70856331
6449.2462 0.70516734
6489.3065 0.70028575
6529.3668 0.69770383
6569.4271 0.69668656
6609.4874 0.69599905
6649.5477 0.69496779
6689.608 0.69448828
6729.6683 0.69329686
6769.7286 0.69149538
6809.7889 0.68846806
6849.8492 0.6852173
6889.9095 0.68195328
6929.9698 0.67862099
6970.0302 0.67530455
7010.0905 0.67146247
7050.1508 0.6666666
7090.2111 0.66186327
7130.2714 0.65720072
7170.3317 0.65232595
7210.392 0.64722796
7250.4523 0.6421835
7290.5126 0.6371299
7330.5729 0.6316777
7370.6332 0.62549987
7410.6935 0.61917369
7450.7538 0.61317063
7490.8141 0.60627663
7530.8744 0.59818904
7570.9347 0.591082
7610.995 0.58490274
7651.0553 0.57961094
7691.1156 0.57447335
7731.1759 0.56804122
7771.2362 0.55875612
7811.2965 0.55023425
7851.3568 0.54358297
7891.4171 0.53795031
7931.4774 0.53202368
7971.5377 0.52471885
8011.598 0.5157736
8051.6583 0.50703289
8091.7186 0.49667422
8131.7789 0.48708569
8171.8392 0.47914
8211.8995 0.47091571
8251.9598 0.46141494
8292.0201 0.45154996
8332.0804 0.44107977
8372.1407 0.4316711
8412.201 0.4224933
8452.2613 0.41261854
8492.3216 0.40273662
8532.3819 0.39283759
8572.4422 0.38275111
8612.5025 0.37246665
8652.5628 0.36279449
8692.6231 0.35287223
8732.6834 0.34245747
8772.7437 0.33217647
8812.804 0.3218495
8852.8643 0.31167788
8892.9246 0.30215628
8932.9849 0.29204503
8973.0452 0.28123793
9013.1055 0.27086012
9053.1658 0.26173488
9093.2261 0.25259443
9133.2864 0.24339908
9173.3467 0.23478238
9213.407 0.2256302
9253.4673 0.21649279
9293.5276 0.20749787
9333.5879 0.19707646
9373.6482 0.1878815
9413.7085 0.17903094
9453.7688 0.16946104
9493.8291 0.16172359
9533.8894 0.1541447
9573.9497 0.14719899
9614.0101 0.14054064
9654.0704 0.13406188
9694.1307 0.1274939
9734.191 0.11925191
9774.2513 0.1110185
9814.3116 0.10497828
9854.3719 0.097918649
9894.4322 0.091890147
9934.4925 0.087171338
9974.5528 0.083058782
10014.613 0.079094413
10054.673 0.074942914
10094.734 0.070556354
10134.794 0.066169837
10174.854 0.062102848
10214.915 0.058268871
10254.975 0.053954127
10295.035 0.049598322
10335.095 0.045204241
10375.156 0.040887556
10415.216 0.037023267
10455.276 0.033649446
10495.337 0.030410779
10535.397 0.027560042
10575.457 0.024759751
10615.518 0.021922608
10655.578 0.019045072
10695.638 0.016029312
10735.698 0.013753996
10775.759 0.012052507
10815.819 0.010330955
10855.879 0.0083767437
10895.94 0.0046612122
