CoRoT,Year,Month,Day,FileName_a,FileName_b,FileName_c
102680423,2007,10,23,223035,20080303,93534
102680451,2007,10,23,223035,20080303,93534
102680460,2007,10,23,223035,20080303,93534
102680492,2007,10,23,223035,20080303,93534
102680493,2007,10,23,223035,20080303,93534
102680509,2007,10,23,223035,20080303,93534
102680570,2007,10,23,223035,20080303,93534
102680580,2007,10,23,223035,20080303,93534
102680584,2007,10,23,223035,20080303,93534
102680623,2007,10,23,223035,20080303,93534
102680629,2007,10,23,223035,20080303,93534
102680646,2007,10,23,223035,20080303,93534
102680735,2007,10,23,223035,20080303,93534
102680753,2007,10,23,223035,20080303,93534
102680781,2007,10,23,223035,20080303,93534
102680832,2007,10,23,223035,20080303,93534
102680853,2007,10,23,223035,20080303,93534
102680857,2007,10,23,223035,20080303,93534
102680879,2007,10,23,223035,20080303,93534
102681053,2007,10,23,223035,20080303,93534
102681062,2007,10,23,223035,20080303,93534
102681069,2007,10,23,223035,20080303,93534
102681080,2007,10,23,223035,20080303,93502
102681095,2007,10,23,223035,20080303,93534
102681107,2007,10,23,223035,20080303,93534
102681114,2007,10,23,223035,20080303,93534
102681118,2007,10,23,223035,20080303,93534
102681124,2007,10,23,223035,20080303,93534
102681187,2007,10,23,223035,20080303,93534
102681262,2007,10,23,223035,20080303,93502
102681264,2007,10,23,223035,20080303,93534
102681270,2007,10,23,223035,20080303,93534
102681282,2007,10,23,223035,20080303,93534
102681283,2007,10,23,223035,20080303,93534
102681288,2007,10,23,223035,20080303,93534
102681334,2007,10,23,223035,20080303,93534
102681357,2007,10,23,223035,20080303,93534
102681426,2007,10,23,223035,20080303,93534
102681565,2007,10,23,223035,20080303,93502
102681584,2007,10,23,223035,20080303,93534
102681606,2007,10,23,223035,20080303,93534
102681620,2007,10,23,223035,20080303,93534
102681642,2007,10,23,223035,20080303,93534
102681665,2007,10,23,223035,20080303,93534
102681677,2007,10,23,223035,20080303,93534
102681691,2007,10,23,223035,20080303,93534
102681706,2007,10,23,223035,20080303,93534
102681758,2007,10,23,223035,20080303,93534
102681771,2007,10,23,223035,20080303,93534
102681803,2007,10,23,223035,20080303,93534
102681816,2007,10,23,223035,20080303,93534
102681833,2007,10,23,223035,20080303,93534
102681837,2007,10,23,223035,20080303,93534
102681847,2007,10,23,223035,20080303,93534
102681864,2007,10,23,223035,20080303,93534
102681885,2007,10,23,223035,20080303,93534
102681895,2007,10,23,223035,20080303,93534
102681981,2007,10,23,223035,20080303,93534
102681982,2007,10,23,223035,20080303,93534
102681990,2007,10,23,223035,20080303,93534
102681995,2007,10,23,223035,20080303,93534
102682006,2007,10,23,223035,20080303,93534
102682062,2007,10,23,223035,20080303,93534
102682158,2007,10,23,223035,20080303,93534
102682191,2007,10,23,223035,20080303,93534
102682205,2007,10,23,223035,20080303,93534
102682209,2007,10,23,223035,20080303,93534
102682215,2007,10,23,223035,20080303,93534
102682218,2007,10,23,223035,20080303,93534
102682241,2007,10,23,223035,20080303,93534
102682243,2007,10,23,223035,20080303,93534
102682244,2007,10,23,223035,20080303,93534
102682306,2007,10,23,223035,20080303,93534
102682308,2007,10,23,223035,20080303,93534
102682321,2007,10,23,223035,20080303,93534
102682333,2007,10,23,223035,20080303,93534
102682373,2007,10,23,223035,20080303,93534
102682414,2007,10,23,223035,20080303,93502
102682434,2007,10,23,223035,20080303,93534
102682462,2007,10,23,223035,20080303,93534
102682468,2007,10,23,223035,20080303,93534
102682572,2007,10,23,223035,20080303,93534
102682594,2007,10,23,223035,20080303,93534
102682624,2007,10,23,223035,20080303,93534
102682658,2007,10,23,223035,20080303,93534
102682685,2007,10,23,223035,20080303,93534
102682686,2007,10,23,223035,20080303,93502
102682697,2007,10,23,223035,20080303,93534
102682858,2007,10,23,223035,20080303,93502
102682931,2007,10,23,223035,20080303,93534
102682969,2007,10,23,223035,20080303,93534
102683007,2007,10,23,223035,20080303,93534
102683057,2007,10,23,223035,20080303,93534
102683175,2007,10,23,223035,20080303,93534
102683180,2007,10,23,223035,20080303,93534
102683241,2007,10,23,223035,20080303,93534
102683265,2007,10,23,223035,20080303,93534
102683384,2007,10,23,223035,20080303,93534
102683406,2007,10,23,223035,20080303,93534
102683426,2007,10,23,223035,20080303,93502
102683427,2007,10,23,223035,20080303,93502
102683431,2007,10,23,223035,20080303,93534
102683475,2007,10,23,223035,20080303,93534
102683477,2007,10,23,223035,20080303,93534
102683481,2007,10,23,223035,20080303,93502
102683526,2007,10,23,223035,20080303,93534
102683554,2007,10,23,223035,20080303,93534
102683571,2007,10,23,223035,20080303,93534
102683633,2007,10,23,223035,20080303,93534
102683635,2007,10,23,223035,20080303,93534
102683765,2007,10,23,223035,20080303,93502
102683784,2007,10,23,223035,20080303,93502
102683791,2007,10,23,223035,20080303,93534
102683814,2007,10,23,223035,20080303,93534
102683875,2007,10,23,223035,20080303,93534
102683876,2007,10,23,223035,20080303,93502
102683896,2007,10,23,223035,20080303,93502
102683908,2007,10,23,223035,20080303,93534
102683925,2007,10,23,223035,20080303,93534
102683949,2007,10,23,223035,20080303,93534
102683950,2007,10,23,223035,20080303,93534
102683983,2007,10,23,223035,20080303,93534
102683995,2007,10,23,223035,20080303,93534
102684015,2007,10,23,223035,20080303,93534
102684020,2007,10,23,223035,20080303,93534
102684095,2007,10,23,223035,20080303,93534
102684117,2007,10,23,223035,20080303,93534
102684129,2007,10,23,223035,20080303,93534
102684152,2007,10,23,223035,20080303,93534
102684172,2007,10,23,223035,20080303,93534
102684282,2007,10,23,223035,20080303,93534
102684338,2007,10,23,223035,20080303,93534
102684341,2007,10,23,223035,20080303,93534
102684364,2007,10,23,223035,20080303,93534
102684398,2007,10,23,223035,20080303,93534
102684405,2007,10,23,223035,20080303,93534
102684432,2007,10,23,223035,20080303,93534
102684448,2007,10,23,223035,20080303,93534
102684518,2007,10,23,223035,20080303,93534
102684528,2007,10,23,223035,20080303,93534
102684538,2007,10,23,223035,20080303,93534
102684557,2007,10,23,223035,20080303,93534
102684659,2007,10,23,223035,20080303,93502
102684681,2007,10,23,223035,20080303,93534
102684698,2007,10,23,223035,20080303,93534
102684715,2007,10,23,223035,20080303,93534
102684716,2007,10,23,223035,20080303,93534
102684736,2007,10,23,223035,20080303,93534
102684757,2007,10,23,223035,20080303,93534
102684786,2007,10,23,223035,20080303,93534
102684810,2007,10,23,223035,20080303,93534
102684905,2007,10,23,223035,20080303,93534
102684958,2007,10,23,223035,20080303,93534
102684961,2007,10,23,223035,20080303,93534
102685052,2007,10,23,223035,20080303,93534
102685088,2007,10,23,223035,20080303,93534
102685090,2007,10,23,223035,20080303,93534
102685098,2007,10,23,223035,20080303,93534
102685100,2007,10,23,223035,20080303,93534
102685121,2007,10,23,223035,20080303,93534
102685143,2007,10,23,223035,20080303,93534
102685214,2007,10,23,223035,20080303,93534
102685232,2007,10,23,223035,20080303,93534
102685235,2007,10,23,223035,20080303,93534
102685248,2007,10,23,223035,20080303,93534
102685302,2007,10,23,223035,20080303,93534
102685339,2007,10,23,223035,20080303,93534
102685359,2007,10,23,223035,20080303,93534
102685368,2007,10,23,223035,20080303,93534
102685371,2007,10,23,223035,20080303,93534
102685387,2007,10,23,223035,20080303,93534
102685397,2007,10,23,223035,20080303,93534
102685405,2007,10,23,223035,20080303,93534
102685421,2007,10,23,223035,20080303,93534
102685457,2007,10,23,223035,20080303,93534
102685498,2007,10,23,223035,20080303,93534
102685628,2007,10,23,223035,20080303,93534
102685683,2007,10,23,223035,20080303,93534
102685695,2007,10,23,223035,20080303,93502
102685761,2007,10,23,223035,20080303,93534
102685781,2007,10,23,223035,20080303,93534
102685793,2007,10,23,223035,20080303,93534
102685801,2007,10,23,223035,20080303,93534
102685809,2007,10,23,223035,20080303,93534
102685867,2007,10,23,223035,20080303,93502
102685929,2007,10,23,223035,20080303,93534
102685968,2007,10,23,223035,20080303,93534
102685973,2007,10,23,223035,20080303,93534
102686001,2007,10,23,223035,20080303,93534
102686009,2007,10,23,223035,20080303,93534
102686019,2007,10,23,223035,20080303,93534
102686081,2007,10,23,223035,20080303,93534
102686098,2007,10,23,223035,20080303,93534
102686106,2007,10,23,223035,20080303,93534
102686128,2007,10,23,223035,20080303,93534
102686144,2007,10,23,223035,20080303,93534
102686153,2007,10,23,223035,20080303,93534
102686171,2007,10,23,223035,20080303,93534
102686180,2007,10,23,223035,20080303,93534
102686205,2007,10,23,223035,20080303,93534
102686222,2007,10,23,223035,20080303,93534
102686234,2007,10,23,223035,20080303,93502
102686255,2007,10,23,223035,20080303,93502
102686288,2007,10,23,223035,20080303,93534
102686332,2007,10,23,223035,20080303,93534
102686377,2007,10,23,223035,20080303,93534
102686433,2007,10,23,223035,20080303,93534
102686523,2007,10,23,223035,20080303,93534
102686545,2007,10,23,223035,20080303,93534
102686552,2007,10,23,223035,20080303,93534
102686562,2007,10,23,223035,20080303,93534
102686571,2007,10,23,223035,20080303,93534
102686577,2007,10,23,223035,20080303,93534
102686584,2007,10,23,223035,20080303,93534
102686615,2007,10,23,223035,20080303,93534
102686623,2007,10,23,223035,20080303,93502
102686629,2007,10,23,223035,20080303,93534
102686654,2007,10,23,223035,20080303,93534
102686708,2007,10,23,223035,20080303,93534
102686781,2007,10,23,223035,20080303,93502
102686787,2007,10,23,223035,20080303,93534
102686829,2007,10,23,223035,20080303,93534
102686832,2007,10,23,223035,20080303,93534
102686887,2007,10,23,223035,20080303,93502
102686917,2007,10,23,223035,20080303,93534
102686981,2007,10,23,223035,20080303,93534
102686998,2007,10,23,223035,20080303,93534
102687089,2007,10,23,223035,20080303,93534
102687097,2007,10,23,223035,20080303,93534
102687120,2007,10,23,223035,20080303,93534
102687139,2007,10,23,223035,20080303,93534
102687203,2007,10,23,223035,20080303,93534
102687214,2007,10,23,223035,20080303,93534
102687222,2007,10,23,223035,20080303,93534
102687238,2007,10,23,223035,20080303,93534
102687246,2007,10,23,223035,20080303,93534
102687250,2007,10,23,223035,20080303,93534
102687537,2007,10,23,223035,20080303,93534
102687553,2007,10,23,223035,20080303,93502
102687558,2007,10,23,223035,20080303,93534
102687629,2007,10,23,223035,20080303,93534
102687637,2007,10,23,223035,20080303,93534
102687709,2007,10,23,223035,20080303,93502
102687749,2007,10,23,223035,20080303,93534
102687759,2007,10,23,223035,20080303,93534
102687786,2007,10,23,223035,20080303,93534
102687982,2007,10,23,223035,20080303,93534
102688059,2007,10,23,223035,20080303,93534
102688130,2007,10,23,223035,20080303,93534
102688156,2007,10,23,223035,20080303,93534
102688187,2007,10,23,223035,20080303,93534
102688199,2007,10,23,223035,20080303,93534
102688229,2007,10,23,223035,20080303,93534
102688237,2007,10,23,223035,20080303,93534
102688262,2007,10,23,223035,20080303,93534
102688388,2007,10,23,223035,20080303,93534
102688399,2007,10,23,223035,20080303,93502
102688420,2007,10,23,223035,20080303,93502
102688421,2007,10,23,223035,20080303,93534
102688423,2007,10,23,223035,20080303,93534
102688485,2007,10,23,223035,20080303,93534
102688494,2007,10,23,223035,20080303,93534
102688552,2007,10,23,223035,20080303,93534
102688713,2007,10,23,223035,20080303,93534
102688725,2007,10,23,223035,20080303,93534
102688741,2007,10,23,223035,20080303,93534
102688846,2007,10,23,223035,20080303,93534
102688852,2007,10,23,223035,20080303,93534
102688880,2007,10,23,223035,20080303,93534
102688898,2007,10,23,223035,20080303,93534
102688911,2007,10,23,223035,20080303,93534
102688984,2007,10,23,223035,20080303,93534
102688989,2007,10,23,223035,20080303,93534
102689035,2007,10,23,223035,20080303,93534
102689111,2007,10,23,223035,20080303,93502
102689130,2007,10,23,223035,20080303,93534
102689144,2007,10,23,223035,20080303,93534
102689147,2007,10,23,223035,20080303,93534
102689185,2007,10,23,223035,20080303,93534
102689251,2007,10,23,223035,20080303,93534
102689301,2007,10,23,223035,20080303,93534
102689363,2007,10,23,223035,20080303,93534
102689399,2007,10,23,223035,20080303,93534
102689411,2007,10,23,223035,20080303,93534
102689441,2007,10,23,223035,20080303,93534
102689445,2007,10,23,223035,20080303,93502
102689479,2007,10,23,223035,20080303,93534
102689576,2007,10,23,223035,20080303,93534
102689602,2007,10,23,223035,20080303,93534
102689653,2007,10,23,223035,20080303,93534
102689702,2007,10,23,223035,20080303,93534
102689800,2007,10,23,223035,20080303,93534
102689824,2007,10,23,223035,20080303,93534
102689869,2007,10,23,223035,20080303,93534
102689913,2007,10,23,223035,20080303,93534
102689966,2007,10,23,223035,20080303,93502
102690000,2007,10,23,223035,20080303,93534
102690070,2007,10,23,223035,20080303,93502
102690115,2007,10,23,223035,20080303,93534
102690139,2007,10,23,223035,20080303,93534
102690176,2007,10,23,223035,20080303,93534
102690215,2007,10,23,223035,20080303,93534
102690247,2007,10,23,223035,20080303,93534
102690255,2007,10,23,223035,20080303,93534
102690329,2007,10,23,223035,20080303,93534
102690332,2007,10,23,223035,20080303,93534
102690340,2007,10,23,223035,20080303,93534
102690389,2007,10,23,223035,20080303,93534
102690400,2007,10,23,223035,20080303,93534
102690411,2007,10,23,223035,20080303,93502
102690421,2007,10,23,223035,20080303,93534
102690452,2007,10,23,223035,20080303,93534
102690467,2007,10,23,223035,20080303,93534
102690528,2007,10,23,223035,20080303,93534
102690607,2007,10,23,223035,20080303,93534
102690626,2007,10,23,223035,20080303,93534
102690648,2007,10,23,223035,20080303,93534
102690652,2007,10,23,223035,20080303,93534
102690655,2007,10,23,223035,20080303,93534
102690683,2007,10,23,223035,20080303,93534
102690684,2007,10,23,223035,20080303,93534
102690697,2007,10,23,223035,20080303,93534
102690733,2007,10,23,223035,20080303,93534
102690760,2007,10,23,223035,20080303,93534
102690776,2007,10,23,223035,20080303,93534
102690788,2007,10,23,223035,20080303,93534
102690806,2007,10,23,223035,20080303,93534
102690813,2007,10,23,223035,20080303,93502
102690858,2007,10,23,223035,20080303,93534
102690872,2007,10,23,223035,20080303,93534
102690931,2007,10,23,223035,20080303,93534
102690981,2007,10,23,223035,20080303,93534
102690989,2007,10,23,223035,20080303,93534
102691018,2007,10,23,223035,20080303,93534
102691022,2007,10,23,223035,20080303,93502
102691151,2007,10,23,223035,20080303,93534
102691201,2007,10,23,223035,20080303,93534
102691260,2007,10,23,223035,20080303,93534
102691264,2007,10,23,223035,20080303,93502
102691299,2007,10,23,223035,20080303,93534
102691304,2007,10,23,223035,20080303,93534
102691322,2007,10,23,223035,20080303,93534
102691411,2007,10,23,223035,20080303,93534
102691415,2007,10,23,223035,20080303,93534
102691417,2007,10,23,223035,20080303,93534
102691421,2007,10,23,223035,20080303,93534
102691456,2007,10,23,223035,20080303,93534
102691481,2007,10,23,223035,20080303,93534
102691501,2007,10,23,223035,20080303,93534
102691544,2007,10,23,223035,20080303,93534
102691639,2007,10,23,223035,20080303,93534
102691683,2007,10,23,223035,20080303,93534
102691695,2007,10,23,223035,20080303,93534
102691700,2007,10,23,223035,20080303,93534
102691705,2007,10,23,223035,20080303,93534
102691760,2007,10,23,223035,20080303,93534
102691772,2007,10,23,223035,20080303,93534
102691789,2007,10,23,223035,20080303,93534
102691841,2007,10,23,223035,20080303,93534
102691871,2007,10,23,223035,20080303,93534
102691898,2007,10,23,223035,20080303,93534
102691905,2007,10,23,223035,20080303,93534
102691972,2007,10,23,223035,20080303,93534
102691982,2007,10,23,223035,20080303,93502
102692000,2007,10,23,223035,20080303,93534
102692003,2007,10,23,223035,20080303,93534
102692008,2007,10,23,223035,20080303,93534
102692069,2007,10,23,223035,20080303,93534
102692078,2007,10,23,223035,20080303,93534
102692082,2007,10,23,223035,20080303,93534
102692093,2007,10,23,223035,20080303,93534
102692118,2007,10,23,223035,20080303,93534
102692181,2007,10,23,223035,20080303,93534
102692263,2007,10,23,223035,20080303,93534
102692398,2007,10,23,223035,20080303,93502
102692418,2007,10,23,223035,20080303,93534
102692419,2007,10,23,223035,20080303,93534
102692453,2007,10,23,223035,20080303,93534
102692491,2007,10,23,223035,20080303,93534
102692502,2007,10,23,223035,20080303,93534
102692507,2007,10,23,223035,20080303,93534
102692543,2007,10,23,223035,20080303,93502
102692579,2007,10,23,223035,20080303,93534
102692599,2007,10,23,223035,20080303,93534
102692617,2007,10,23,223035,20080303,93534
102692639,2007,10,23,223035,20080303,93534
102692652,2007,10,23,223035,20080303,93534
102692686,2007,10,23,223035,20080303,93534
102692708,2007,10,23,223035,20080303,93534
102692729,2007,10,23,223035,20080303,93534
102692760,2007,10,23,223035,20080303,93534
102692761,2007,10,23,223035,20080303,93534
102692778,2007,10,23,223035,20080303,93534
102692790,2007,10,23,223035,20080303,93534
102692824,2007,10,23,223035,20080303,93534
102692837,2007,10,23,223035,20080303,93534
102692873,2007,10,23,223035,20080303,93534
102692901,2007,10,23,223035,20080303,93534
102692938,2007,10,23,223035,20080303,93534
102693071,2007,10,23,223035,20080303,93534
102693088,2007,10,23,223035,20080303,93534
102693104,2007,10,23,223035,20080303,93534
102693128,2007,10,23,223035,20080303,93534
102693150,2007,10,23,223035,20080303,93534
102693162,2007,10,23,223035,20080303,93502
102693176,2007,10,23,223035,20080303,93534
102693192,2007,10,23,223035,20080303,93534
102693231,2007,10,23,223035,20080303,93502
102693248,2007,10,23,223035,20080303,93534
102693257,2007,10,23,223035,20080303,93534
102693289,2007,10,23,223035,20080303,93534
102693346,2007,10,23,223035,20080303,93534
102693373,2007,10,23,223035,20080303,93534
102693390,2007,10,23,223035,20080303,93502
102693402,2007,10,23,223035,20080303,93534
102693425,2007,10,23,223035,20080303,93534
102693515,2007,10,23,223035,20080303,93534
102693519,2007,10,23,223035,20080303,93534
102693538,2007,10,23,223035,20080303,93534
102693596,2007,10,23,223035,20080303,93502
102693613,2007,10,23,223035,20080303,93534
102693625,2007,10,23,223035,20080303,93534
102693639,2007,10,23,223035,20080303,93534
102693656,2007,10,23,223035,20080303,93534
102693700,2007,10,23,223035,20080303,93534
102693705,2007,10,23,223035,20080303,93534
102693755,2007,10,23,223035,20080303,93534
102693767,2007,10,23,223035,20080303,93534
102693778,2007,10,23,223035,20080303,93534
102693794,2007,10,23,223035,20080303,93534
102693812,2007,10,23,223035,20080303,93502
102693887,2007,10,23,223035,20080303,93534
102693978,2007,10,23,223035,20080303,93502
102694001,2007,10,23,223035,20080303,93534
102694188,2007,10,23,223035,20080303,93534
102694222,2007,10,23,223035,20080303,93534
102694235,2007,10,23,223035,20080303,93534
102694248,2007,10,23,223035,20080303,93534
102694256,2007,10,23,223035,20080303,93534
102694263,2007,10,23,223035,20080303,93534
102694266,2007,10,23,223035,20080303,93534
102694279,2007,10,23,223035,20080303,93534
102694330,2007,10,23,223035,20080303,93534
102694345,2007,10,23,223035,20080303,93534
102694439,2007,10,23,223035,20080303,93534
102694441,2007,10,23,223035,20080303,93534
102694491,2007,10,23,223035,20080303,93534
102694516,2007,10,23,223035,20080303,93534
102694533,2007,10,23,223035,20080303,93534
102694602,2007,10,23,223035,20080303,93534
102694610,2007,10,23,223035,20080303,93534
102694615,2007,10,23,223035,20080303,93534
102694651,2007,10,23,223035,20080303,93534
102694654,2007,10,23,223035,20080303,93502
102694696,2007,10,23,223035,20080303,93534
102694697,2007,10,23,223035,20080303,93534
102694749,2007,10,23,223035,20080303,93502
102694751,2007,10,23,223035,20080303,93534
102694773,2007,10,23,223035,20080303,93534
102694802,2007,10,23,223035,20080303,93534
102694833,2007,10,23,223035,20080303,93534
102694844,2007,10,23,223035,20080303,93534
102694848,2007,10,23,223035,20080303,93534
102694849,2007,10,23,223035,20080303,93502
102694855,2007,10,23,223035,20080303,93534
102694866,2007,10,23,223035,20080303,93534
102694888,2007,10,23,223035,20080303,93534
102694939,2007,10,23,223035,20080303,93534
102694971,2007,10,23,223035,20080303,93534
102695005,2007,10,23,223035,20080303,93534
102695188,2007,10,23,223035,20080303,93534
102695289,2007,10,23,223035,20080303,93534
102695403,2007,10,23,223035,20080303,93534
102695408,2007,10,23,223035,20080303,93502
102695412,2007,10,23,223035,20080303,93534
102695432,2007,10,23,223035,20080303,93534
102695523,2007,10,23,223035,20080303,93502
102695542,2007,10,23,223035,20080303,93534
102695573,2007,10,23,223035,20080303,93534
102695675,2007,10,23,223035,20080303,93534
102695698,2007,10,23,223035,20080303,93534
102695723,2007,10,23,223035,20080303,93534
102695779,2007,10,23,223035,20080303,93534
102695821,2007,10,23,223035,20080303,93534
102695843,2007,10,23,223035,20080303,93534
102695863,2007,10,23,223035,20080303,93534
102695868,2007,10,23,223035,20080303,93534
102695870,2007,10,23,223035,20080303,93534
102695875,2007,10,23,223035,20080303,93534
102695890,2007,10,23,223035,20080303,93534
102695934,2007,10,23,223035,20080303,93534
102695959,2007,10,23,223035,20080303,93534
102695963,2007,10,23,223035,20080303,93534
102696012,2007,10,23,223035,20080303,93534
102696030,2007,10,23,223035,20080303,93534
102696078,2007,10,23,223035,20080303,93534
102696091,2007,10,23,223035,20080303,93534
102696107,2007,10,23,223035,20080303,93534
102696206,2007,10,23,223035,20080303,93502
102696231,2007,10,23,223035,20080303,93534
102696239,2007,10,23,223035,20080303,93534
102696260,2007,10,23,223035,20080303,93534
102696287,2007,10,23,223035,20080303,93534
102696330,2007,10,23,223035,20080303,93534
102696343,2007,10,23,223035,20080303,93502
102696362,2007,10,23,223035,20080303,93534
102696447,2007,10,23,223035,20080303,93534
102696469,2007,10,23,223035,20080303,93534
102696470,2007,10,23,223035,20080303,93534
102696481,2007,10,23,223035,20080303,93534
102696512,2007,10,23,223035,20080303,93534
102696536,2007,10,23,223035,20080303,93534
102696552,2007,10,23,223035,20080303,93534
102696571,2007,10,23,223035,20080303,93534
102696575,2007,10,23,223035,20080303,93534
102696590,2007,10,23,223035,20080303,93534
102696623,2007,10,23,223035,20080303,93534
102696626,2007,10,23,223035,20080303,93534
102696728,2007,10,23,223035,20080303,93534
102696730,2007,10,23,223035,20080303,93534
102696771,2007,10,23,223035,20080303,93534
102696776,2007,10,23,223035,20080303,93534
102696859,2007,10,23,223035,20080303,93534
102696873,2007,10,23,223035,20080303,93534
102696938,2007,10,23,223035,20080303,93534
102696976,2007,10,23,223035,20080303,93534
102697059,2007,10,23,223035,20080303,93534
102697072,2007,10,23,223035,20080303,93534
102697090,2007,10,23,223035,20080303,93534
102697124,2007,10,23,223035,20080303,93502
102697145,2007,10,23,223035,20080303,93502
102697188,2007,10,23,223035,20080303,93534
102697221,2007,10,23,223035,20080303,93534
102697244,2007,10,23,223035,20080303,93534
102697253,2007,10,23,223035,20080303,93534
102697260,2007,10,23,223035,20080303,93534
102697267,2007,10,23,223035,20080303,93534
102697308,2007,10,23,223035,20080303,93534
102697316,2007,10,23,223035,20080303,93534
102697346,2007,10,23,223035,20080303,93534
102697359,2007,10,23,223035,20080303,93534
102697384,2007,10,23,223035,20080303,93534
102697400,2007,10,23,223035,20080303,93534
102697420,2007,10,23,223035,20080303,93534
102697432,2007,10,23,223035,20080303,93534
102697482,2007,10,23,223035,20080303,93534
102697581,2007,10,23,223035,20080303,93534
102697600,2007,10,23,223035,20080303,93502
102697609,2007,10,23,223035,20080303,93534
102697658,2007,10,23,223035,20080303,93534
102697702,2007,10,23,223035,20080303,93534
102697736,2007,10,23,223035,20080303,93534
102697751,2007,10,23,223035,20080303,93534
102697826,2007,10,23,223035,20080303,93502
102697843,2007,10,23,223035,20080303,93534
102697847,2007,10,23,223035,20080303,93534
102697871,2007,10,23,223035,20080303,93502
102697885,2007,10,23,223035,20080303,93534
102697897,2007,10,23,223035,20080303,93534
102697978,2007,10,23,223035,20080303,93534
102697993,2007,10,23,223035,20080303,93534
102698000,2007,10,23,223035,20080303,93534
102698013,2007,10,23,223035,20080303,93502
102698017,2007,10,23,223035,20080303,93534
102698078,2007,10,23,223035,20080303,93534
102698090,2007,10,23,223035,20080303,93534
102698198,2007,10,23,223035,20080303,93534
102698221,2007,10,23,223035,20080303,93534
102698250,2007,10,23,223035,20080303,93502
102698361,2007,10,23,223035,20080303,93534
102698436,2007,10,23,223035,20080303,93534
102698448,2007,10,23,223035,20080303,93534
102698449,2007,10,23,223035,20080303,93502
102698476,2007,10,23,223035,20080303,93534
102698500,2007,10,23,223035,20080303,93534
102698507,2007,10,23,223035,20080303,93534
102698534,2007,10,23,223035,20080303,93534
102698614,2007,10,23,223035,20080303,93534
102698784,2007,10,23,223035,20080303,93534
102698865,2007,10,23,223035,20080303,93502
102698876,2007,10,23,223035,20080303,93534
102698887,2007,10,23,223035,20080303,93534
102698960,2007,10,23,223035,20080303,93534
102699031,2007,10,23,223035,20080303,93534
102699035,2007,10,23,223035,20080303,93534
102699055,2007,10,23,223035,20080303,93534
102699059,2007,10,23,223035,20080303,93534
102699072,2007,10,23,223035,20080303,93534
102699132,2007,10,23,223035,20080303,93534
102699168,2007,10,23,223035,20080303,93534
102699210,2007,10,23,223035,20080303,93534
102699286,2007,10,23,223035,20080303,93534
102699305,2007,10,23,223035,20080303,93534
102699310,2007,10,23,223035,20080303,93534
102699325,2007,10,23,223035,20080303,93534
102699366,2007,10,23,223035,20080303,93534
102699378,2007,10,23,223035,20080303,93502
102699382,2007,10,23,223035,20080303,93534
102699396,2007,10,23,223035,20080303,93534
102699409,2007,10,23,223035,20080303,93534
102699436,2007,10,23,223035,20080303,93534
102699440,2007,10,23,223035,20080303,93534
102699466,2007,10,23,223035,20080303,93534
102699478,2007,10,23,223035,20080303,93534
102699480,2007,10,23,223035,20080303,93534
102699540,2007,10,23,223035,20080303,93502
102699598,2007,10,23,223035,20080303,93534
102699631,2007,10,23,223035,20080303,93534
102699690,2007,10,23,223035,20080303,93534
102699711,2007,10,23,223035,20080303,93534
102699714,2007,10,23,223035,20080303,93534
102699715,2007,10,23,223035,20080303,93534
102699726,2007,10,23,223035,20080303,93534
102699735,2007,10,23,223035,20080303,93534
102699739,2007,10,23,223035,20080303,93534
102699746,2007,10,23,223035,20080303,93534
102699809,2007,10,23,223035,20080303,93534
102699841,2007,10,23,223035,20080303,93534
102699881,2007,10,23,223035,20080303,93534
102699895,2007,10,23,223035,20080303,93534
102699950,2007,10,23,223035,20080303,93534
102699958,2007,10,23,223035,20080303,93534
102699980,2007,10,23,223035,20080303,93534
102700015,2007,10,23,223035,20080303,93534
102700048,2007,10,23,223035,20080303,93534
102700060,2007,10,23,223035,20080303,93534
102700081,2007,10,23,223035,20080303,93534
102700089,2007,10,23,223035,20080303,93534
102700130,2007,10,23,223035,20080303,93534
102700196,2007,10,23,223035,20080303,93534
102700278,2007,10,23,223035,20080303,93534
102700305,2007,10,23,223035,20080303,93534
102700322,2007,10,23,223035,20080303,93534
102700329,2007,10,23,223035,20080303,93534
102700346,2007,10,23,223035,20080303,93502
102700437,2007,10,23,223035,20080303,93534
102700444,2007,10,23,223035,20080303,93534
102700458,2007,10,23,223035,20080303,93534
102700633,2007,10,23,223035,20080303,93534
102700634,2007,10,23,223035,20080303,93534
102700647,2007,10,23,223035,20080303,93534
102700687,2007,10,23,223035,20080303,93534
102700841,2007,10,23,223035,20080303,93534
102700846,2007,10,23,223035,20080303,93534
102700855,2007,10,23,223035,20080303,93534
102700868,2007,10,23,223035,20080303,93502
102700899,2007,10,23,223035,20080303,93534
102700918,2007,10,23,223035,20080303,93534
102700922,2007,10,23,223035,20080303,93502
102700956,2007,10,23,223035,20080303,93534
102700957,2007,10,23,223035,20080303,93534
102701059,2007,10,23,223035,20080303,93534
102701087,2007,10,23,223035,20080303,93534
102701098,2007,10,23,223035,20080303,93534
102701136,2007,10,23,223035,20080303,93534
102701147,2007,10,23,223035,20080303,93534
102701151,2007,10,23,223035,20080303,93534
102701159,2007,10,23,223035,20080303,93534
102701188,2007,10,23,223035,20080303,93534
102701199,2007,10,23,223035,20080303,93534
102701215,2007,10,23,223035,20080303,93534
102701287,2007,10,23,223035,20080303,93534
102701315,2007,10,23,223035,20080303,93534
102701317,2007,10,23,223035,20080303,93534
102701385,2007,10,23,223035,20080303,93534
